ENTIDAD,ACREDITADO 2/,ACREEDOR 3/,TIPO DE OBLIGACIÓN 4/,FECHA DE FIRMA 5/,FECHA DE INSCRIPCIÓN 6/,MONTO ORIGINAL CONTRATADO 7/,SALDO AL 30 DE JUNIO DE 2015 8/,PLAZO PACTADO (MESES) 9/,FUENTE O GARANTÍA DE PAGO 10/,DESTINO 11/
NAYARIT,GOBIERNO DEL ESTADO,BANORTE,CRÉDITO SIMPLE,06/14/2012,07/02/2012,1255600000,1221280395.43525,240,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,06/21/2012,07/03/2012,1025598382,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,06/20/2012,07/04/2012,1000000000,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
NUEVO LEÓN,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,06/20/2012,07/06/2012,1073394195.56,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,GOBIERNO DEL ESTADO,INBURSA,CRÉDITO SIMPLE,07/04/2012,07/06/2012,5500000000,5137540279.81,300,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,CHIMALTITÁN,BANOBRAS,CRÉDITO SIMPLE,07/09/2012,07/10/2012,7500000,6083333.22,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
AGUASCALIENTES,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,07/11/2012,07/11/2012,255462760.78,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TOMATLAN,MIFEL,CRÉDITO SIMPLE,06/14/2012,07/11/2012,32000000,22399944,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
GUERRERO,ZIHUATANEJO DE AZUETA,FINANCIERA LOCAL,CRÉDITO SIMPLE,07/11/2012,07/16/2012,30000000,0,36,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
YUCATÁN,PROGRESO,INTERACCIONES,CRÉDITO SIMPLE,07/09/2012,07/16/2012,10828489,7774299.73,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TOTATICHE,BANOBRAS,CRÉDITO SIMPLE,07/18/2012,07/18/2012,2173000,1557316.78,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,SAN MARCOS,BANOBRAS,CRÉDITO SIMPLE,07/18/2012,07/19/2012,2000000,1433333.22,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,GOBIERNO DEL ESTADO,BANOBRAS,CRÉDITO SIMPLE,06/29/2012,07/20/2012,300000000,0,240,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO FEDERAL,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,QUITUPAN,BANOBRAS,CRÉDITO SIMPLE,06/19/2012,07/25/2012,7000000,2916666.55,60,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TONAYA,BANOBRAS,CRÉDITO SIMPLE,06/28/2012,07/25/2012,4200000,2450000,84,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,BOLAÑOS,BANOBRAS,CRÉDITO SIMPLE,06/28/2012,07/25/2012,5000000,3541666.55,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,TIZAPAN EL ALTO,BANOBRAS,CRÉDITO SIMPLE,06/28/2012,07/25/2012,7000000,0,60,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,GOBIERNO DEL ESTADO,INTERACCIONES,CRÉDITO SIMPLE,07/24/2012,07/26/2012,1500000000,1247593874.43,194,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
CHIAPAS,SAN FERNANDO,BANOBRAS,CRÉDITO SIMPLE,04/27/2012,07/27/2012,6000000,4300000,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
DURANGO,DURANGO,BANORTE,CRÉDITO SIMPLE,06/27/2012,07/27/2012,50000000,40449468,180,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
JALISCO,SAN IGNACIO CERRO GORDO,BANOBRAS,CRÉDITO SIMPLE,06/20/2012,08/03/2012,4100000,2938333.22,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COATZACOALCOS,BANOBRAS,CRÉDITO SIMPLE,07/20/2012,08/03/2012,350000000,350000000,300,PARTICIPACIONES FEDERALES/BONO CUPÓN CERO MUNICIPAL,REFINANCIAMIENTO
SONORA,FONDO ESTATAL PARA LA MODERNIZACIÓN DEL TRANSPORTE,MIFEL,CRÉDITO SIMPLE,07/24/2012,08/06/2012,200000000,141666610,120,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACAJETE,BANOBRAS,CRÉDITO SIMPLE,06/11/2012,08/07/2012,6580000,4920695.69,120,PARTICIPACIONES FEDERALES,REFINANCIAMIENTO
