ENTIDAD,ACREDITADO 2/,ACREEDOR 3/,TIPO DE OBLIGACIÓN 4/,FECHA DE FIRMA 5/,FECHA DE INSCRIPCIÓN 6/,MONTO ORIGINAL CONTRATADO 7/,SALDO AL 30 DE JUNIO DE 2015 8/,PLAZO PACTADO (MESES) 9/,FUENTE O GARANTÍA DE PAGO 10/,DESTINO 11/
VERACRUZ,RAFAEL LUCIO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1840679,301776.986275996,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,RIO BLANCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,7536865,1235659.45266341,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SALTABARRANCA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1862811,305405.499591061,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN ANDRES TENEJAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1544211,253171.433886214,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN ANDRES TUXTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,9860365,1616594.32920206,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN JUAN EVANGELISTA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4219806,691831.838875418,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAN RAFAEL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5523553,905579.505104223,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SANTIAGO SOCHIAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4106821,673308.091500458,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SANTIAGO TUXTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5426472,889663.198347499,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SAYULA DE ALEMAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4561059,747779.835184194,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOCHIAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1263967,207225.785708595,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOCONUSCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2243389,367800.77974743,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOLEDAD ATZOMPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2236366,366649.367809435,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOLEDAD DE DOBLADO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3703038,607108.381040633,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,SOTEAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2515087,412345.322069701,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMALÍN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2856177,468266.594735321,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMIAHUA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3765529,617353.701191172,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TAMPICO ALTO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2876179,471545.8972533,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANCOCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1328310,217774.738908994,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANTIMA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2344365,384355.6668115,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TANTOYUCA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,6679155,1095038.9865752,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TATAHUICAPAN DE JUAREZ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1620939,265750.892120368,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TECOLUTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4477887,734143.891327309,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEHUIPANGO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2262266,370895.639943006,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEMPOAL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5971695,979051.817323625,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TENAMPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1601993,262644.719462351,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TENOCHTITLÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1885805,309175.33671227,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEOCELO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3249477,532747.630647801,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEPATLAXCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1893435,310426.265529998,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEPETLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1674197,274482.473637344,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEPETZINTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2090503,342735.314055807,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEQUILA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2103964,344942.227924146,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEXCATEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2106459,345351.280008056,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEXHUACAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1529908,250826.47518635,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEXISTEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2842591,466039.187275603,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TEZONAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4956930,812682.383284143,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TIERRA BLANCA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,14547001,2384962.35418229,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TIHUATLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,8325991,1365035.65898294,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACHICHILCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1896584,310942.540083998,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOJALPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2117058,347088.972608199,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOLULAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1760570,288643.217382243,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOTALPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3534159,579420.883293713,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLACOTEPEC DE MEJÍA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1769597,290123.182577214,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLALIXCOYAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4291449,703577.617812305,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLALNELHUAYOCAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1798550,294869.990186606,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLALTETELA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1715210,281206.502942909,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLAQUILPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1934102,317093.568574627,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TLILAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1334073,218719.575445896,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TOMATLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2181275,357617.268268488,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TONAYAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1840807,301797.971713567,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TOTUTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1924201,315470.31218874,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TRES VALLES,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5984087,981083.469998498,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TUXPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,32911883,5395861.45352241,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,TUXTILLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1247773,204570.799958362,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ÚRSULO GALVÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4044092,663023.751551935,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,UXPANAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1943499,318634.194800077,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,VEGA DE ALATORRE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4622467,757847.598859032,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,VERACRUZ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,119688926,19622847.5355511,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,VILLA ALDAMA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2051156,336284.423336131,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,XALAPA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,83888422,13753400.334664,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,XICO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3123133,512033.692175067,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,XOXOCOTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1763283,289088.010289516,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,YANGA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2400332,393531.385440826,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,YECUATLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2708997,444136.620502931,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ZACUALPÁN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2098714,344081.497086261,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ZARAGOZA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2055139,336937.431131807,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ZENTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1978806,324422.732646408,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ZONGOLICA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3699305,606496.360427713,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ZONTECOMATLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1840999,301829.425996484,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACAJETE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1513254.64913595,1783804.5796856,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACAYUCAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,8412453.9567717,9916489.53667641,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACTOPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4412228.71090237,5201076.88789981,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACULA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1154064.59940767,1360396.09648771,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ACULTZINGO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1681890.52467981,1982590.32091308,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,AGUA DULCE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,10549038.2465128,12435066.8581475,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ÁLAMO TEMAPACHE,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,8418389.04819118,9923485.74399747,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ALPATLAHUAC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1382015.95146846,1629102.13745955,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ALTO LUCERO DE GUTIÉRREZ BARRIOS,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3879315.68214058,4572886.05311719,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ALTOTONGA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3348294.76250114,3946925.61155993,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ALVARADO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4770316.13093135,5623185.60578164,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,AMATITLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1336043.303603,1574910.18777713,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,AMATLAN DE LOS REYES,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3363319.55932978,3964636.64347852,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ANGEL R. CABADA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4153820.66505082,4896468.89883413,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,APAZAPAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1084175.23074576,1278011.43243818,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,AQUILA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1076773.26030286,1269286.08751208,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ASTACINGA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1430408.12563322,1686146.19276467,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATLAHUILCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1497828.52263548,1765620.46565426,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATOYAC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3965392.63768847,4674352.43063626,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATZACAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1910792.87583781,2252417.38705134,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,ATZALAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3790487.91637911,4468177.05687586,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,AYAHUALULCO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1853384.34021505,2184744.96402896,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,BANDERILLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2618828.18549446,3087040.05195827,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,BENITO JUÁREZ,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1900782.66263698,2240617.48003538,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CAMARÓN DE TEJEDA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1188084.65550027,1400498.48896592,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CAMERINO Z. MENDOZA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,5046858.2626876,5949169.81563322,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CARLOS A. CARRILLO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1135042.14519553,1337972.67888258,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CARRILLO PUERTO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1694874.05221576,1997895.13156892,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CASTILLO DE TEAYO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2250887.12923906,2653315.99792843,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CATEMACO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,4591806.01876386,5412760.2449302,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CAZONES DE HERRERA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2848389.80812365,3357644.25859317,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CERRO AZUL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3871893.93355355,4564137.39397619,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHACALTIANGUIS,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2147216.69039286,2531110.65483072,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHALMA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2110245.5703773,2487529.58720439,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHICONAMEL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1323401.77314274,1560008.51875393,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHICONQUIACO,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1663085.63005317,1960423.35967185,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHICONTEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3203930.79209512,3776751.2713067,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHINAMECA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,2252230.39486163,2654899.42169035,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHINAMPA DE GOROSTIZA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1755764.36529579,2069671.82783922,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHOCAMAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1745356.94103356,2057403.69367403,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CHUMATLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1366718.3810686,1611069.56366048,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,CITLALTEPETL,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1430715.51095666,1686508.53452123,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COACOATZINTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1447477.48811192,1706267.33164848,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COAHUITLAN,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,1343132.94418642,1583267.36239295,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COATEPEC,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,6926360.46632357,8164702.17186246,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COATZACOALCOS,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,85381223.8920636,100646258.238683,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
VERACRUZ,COATZINTLA,TENEDORES BURSATILES,EMISIÓN BURSÁTIL,12/16/2008,05/20/2009,3401776.51242356,4009969.19149917,330,PARTICIPACIONES FEDERALES,INVERSIÓN PÚBLICA PRODUCTIVA
